case_no,casetype,casesubtype,site_addr
CE1603-0438,PARKING,BLOCKING SIDEWALK,9201 SEVEN OAKS LN
CE1603-0439,PARKING,BLOCKING SIDEWALK,9204 GLEN FALLS LN
CE1603-0440,PARKING,BLOCKING SIDEWALK,8400 SEVEN OAKS LN
CE1603-0441,TRASHDEBRIS,RESIDENTIAL,8204 SEVEN OAKS LN
CE1603-0442,TRASHDEBRIS,RESIDENTIAL,7504 SUNBURST TRL
CE1603-0443,TRASHRECYCLE BINS,CURB WRONG TIME,7504 SUNBURST TRL
CE1603-0444,STAGNANT WATER,RESIDENTIAL,1433 PICKWICK LN
CE1603-0445,MINIMUM BUILDING STA,UNSECURED AND VACANT,623 SMITH ST
CE1603-0446,PARKING,BLOCKING SIDEWALK,7016 SUNBURST TRAIL
CE1603-0447,TRASHDEBRIS,RESIDENTIAL,7305 RIVERCHASE TRL
CE1603-0448,PARKING,BLOCKING SIDEWALK,6804 RIVERCHASE TRAIL
CE1603-0449,PARKING,SINGLE FAMILY,2213 FAIRFAX TRL
CE1603-0450,GRASSWEEDS,RESIDENTIAL,1156 BENTOAKS DR
CE1603-0451,TRASHRECYCLE BINS,LOCATION,1156 BENTOAKS DR
CE1603-0452,TRASHDEBRIS,RESIDENTIAL,1156 BENTOAKS DR
CE1603-0453,SOLID WASTE,RESIDENTIAL,3209 STONECROP TRL
CE1603-0454,GRASSWEEDS,RESIDENTIAL,717 LINWOOD DR
CE1603-0455,TRASHRECYCLE BINS,CURB WRONG TIME,717 LINWOOD DR
CE1603-0456,INOPERABLE VEHICLE,MOTOR VEHICLE,1002 EDINBURG LN
CE1603-0457,INOPERABLE VEHICLE,MOTOR VEHICLE,1103 EDINBURG LN
CE1603-0458,INOPERABLE VEHICLE,VEHICLE,716 LINWOOD DR
CE1603-0459,TRASHDEBRIS,RESIDENTIAL,524 ALEGRE VISTA DR
CE1603-0460,GRASSWEEDS,RESIDENTIAL,3209 STONECROP TRL
CE1603-0461,FENCES,RESIDENTIAL,3221 STONECROP TRL
CE1603-0462,FENCES,RESIDENTIAL,4508 REMUDA LN
CE1603-0463,GRASSWEEDS,COMMERCIAL,521 ALEGRE VISTA DR
CE1603-0464,OUTSIDE STORAGE,RESIDENTIAL,4508 REMUDA LN
CE1603-0465,GRASSWEEDS,RESIDENTIAL,4508 REMUDA LN
CE1603-0466,GRASSWEEDS,RESIDENTIAL,532 ALEGRE VISTA DR
CE1603-0467,GRASSWEEDS,RESIDENTIAL,530 ALEGRE VISTA DR
CE1603-0468,ILLEGAL DUMPING,VACANT LOT,201 INMAN ST
CE1603-0469,GRASSWEEDS,RESIDENTIAL,shagbark at vintage oil well
CE1603-0470,TRASHDEBRIS,RESIDENTIAL,3 HIGHVIEW CIR
CE1603-0471,TRASHDEBRIS,RESIDENTIAL,1410 SOMBRA VISTA DR
CE1603-0472,GRASSWEEDS,RESIDENTIAL,1410 SOMBRA VISTA DR
CE1603-0473,TRASHDEBRIS,RESIDENTIAL,1416 SOMBRA VISTA DR
CE1603-0474,GRASSWEEDS,RESIDENTIAL,1416 SOMBRA VISTA DR
CE1603-0475,TRASHDEBRIS,RESIDENTIAL,1400 SOMBRA VISTA DR
CE1603-0476,TRASHDEBRIS,RESIDENTIAL,1402 SOMBRA VISTA DR
CE1603-0477,TRASHDEBRIS,RESIDENTIAL,1420 SOMBRA VISTA DR
CE1603-0478,WORK WO PERMIT,OTHER WORK W/O PERMIT,206 CRAWFORD
CE1603-0479,GRASSWEEDS,RESIDENTIAL,1412 SOMBRA VISTA DR
CE1603-0480,GRASSWEEDS,RESIDENTIAL,1416 CARRIGAN LN
CE1603-0481,TRASHDEBRIS,RESIDENTIAL,700 SMITH ST
CE1603-0482,GRAFFITI,VACANT LOT,912 duncan st (back alley)
CE1603-0483,TRASHDEBRIS,RESIDENTIAL,621 SMITH ST
CE1603-0484,GRASSWEEDS,RESIDENTIAL,2019 N LARIAT RD
CE1603-0485,TRASHDEBRIS,RESIDENTIAL,2019 N LARIAT RD
CE1603-0486,MINIMUM BUILDING STA,UNSECURED AND VACANT,2019 N LARIAT RD
CE1603-0487,FENCES,RESIDENTIAL,2019 N LARIAT RD
CE1603-0488,ZONING,HOME OCCUPATIONS,1412 SANTOS DR
CE1603-0489,CERTIFICATE OF OCCUP,CHANGE OF OWNER,3201 TEASLEY LN 100
CE1603-0490,FENCES,RESIDENTIAL,1605 SANTOS DR
CE1603-0491,CERTIFICATE OF OCCUP,CHANGE OF OWNER,3201 TEASLEY LN 200
CE1603-0492,CERTIFICATE OF OCCUP,CHANGE OF OWNER,3201 TEASLEY LN 300
CE1603-0493,CERTIFICATE OF OCCUP,CHANGE OF OWNER,3201 TEASLEY LN 400
CE1603-0494,CERTIFICATE OF OCCUP,CHANGE OF OWNER,3201 TEASLEY LN 600
CE1603-0495,CERTIFICATE OF OCCUP,CHANGE OF OWNER,3201 TEASLEY LN 800
CE1603-0496,PARKING,SINGLE FAMILY,3525 BEATRIZ DR
CE1603-0497,GRASSWEEDS,RESIDENTIAL,305 MEADOW LN
CE1603-0498,TRASHDEBRIS,RESIDENTIAL,305 MEADOW LN
CE1603-0499,GRASSWEEDS,RESIDENTIAL,1400 MORIN DR
CE1603-0500,FENCES,RESIDENTIAL,1400 MORIN DR
CE1603-0501,TRASHDEBRIS,RESIDENTIAL,313 GABE CT
CE1603-0502,TRASHDEBRIS,RESIDENTIAL,1316 PACO TRL
CE1603-0503,GRASSWEEDS,RESIDENTIAL,2809 NOTTINGHAM DR
CE1603-0504,TRASHDEBRIS,RESIDENTIAL,1400 MORIN DR
CE1603-0505,OUTSIDE STORAGE,RESIDENTIAL,1400 MORIN DR
CE1603-0506,TRASHDEBRIS,RESIDENTIAL,1401 HEATHER LN
CE1603-0507,OUTSIDE STORAGE,RESIDENTIAL,1002 EDINBURG LN
CE1603-0508,OUTSIDE STORAGE,RESIDENTIAL,1915 MCCORMICK ST
CE1603-0509,TRASHDEBRIS,RESIDENTIAL,1915 MCCORMICK ST
CE1603-0510,GRASSWEEDS,RESIDENTIAL,1103 EDINBURG LN
CE1603-0511,GRASSWEEDS,RESIDENTIAL,2210 WESTWOOD DR
CE1603-0512,ORDINANCE OTHER DEPT,RESIDENTIAL,in front of 1420 morin
CE1603-0513,TRASHDEBRIS,RESIDENTIAL,7309 MIRA VISTA DR
CE1603-0514,TRASHDEBRIS,RESIDENTIAL,7309 MIRA VISTA DR
CE1603-0515,INOPERABLE VEHICLE,MOTOR VEHICLE,7501 TEASLEY LN
CE1603-0516,TRASHDEBRIS,RESIDENTIAL,6705 LONGLEAF LN
CE1603-0517,TRASHRECYCLE BINS,CURB WRONG TIME,6705 LONGLEAF LN
CE1603-0518,INOPERABLE VEHICLE,RESIDENTIAL,6705 LONGLEAF LN
CE1603-0519,OUTSIDE STORAGE,RESIDENTIAL,6705 LONGLEAF LN
CE1603-0520,ILLEGAL DUMPING,RESIDENTIAL,7500 OAK CREEK LN
CE1603-0521,ILLEGAL DUMPING,RESIDENTIAL,200 N TRINITY RD
CE1603-0522,GRAFFITI,COMMERCIAL,400 blk Woodland st
CE1603-0523,FENCES,RESIDENTIAL,912 CRUISE ST
CE1603-0524,TRASHRECYCLE BINS,LOCATION,912 CRUISE ST
CE1603-0525,TRASHDEBRIS,RESIDENTIAL,912 CRUISE ST
CE1603-0526,OUTSIDE STORAGE,RESIDENTIAL,912 CRUISE ST
CE1603-0527,GRAFFITI,CITY PROPERTY,in front of 320 w congress st
CE1603-0528,ILLEGAL DUMPING,CITY PROPERTY,in front of 320 w congress st
CE1603-0529,GRAFFITI,CITY PROPERTY,Locust and Parkway
CE1603-0530,CERTIFICATE OF OCCUP,CHANGE BUSINESS NAME,714-752 FORT WORTH DR
CE1603-0531,TRASHDEBRIS,RESIDENTIAL,2105 CAMELLIA ST
CE1603-0532,WORK WO PERMIT,FENCE W/O PERMIT,3312 TEASBEND CT
CE1603-0533,WORK WO PERMIT,OTHER WORK W/O PERMIT,2300 W OAK ST
CE1603-0534,OUTSIDE STORAGE,RESIDENTIAL,1909 SCRIPTURE ST
CE1603-0535,STAGNANT WATER,POND,2801 Spencer
CE1603-0536,OUTSIDE STORAGE,RESIDENTIAL,2047 SCRIPTURE ST
CE1603-0537,MINIMUM BUILDING STA,RESIDENTIAL,314 FULTON ST
CE1603-0538,INOPERABLE VEHICLE,MOTOR VEHICLE,213-13 1/2 MOUNTS ST
CE1603-0539,TRASHDEBRIS,RESIDENTIAL,507 AMARILLO ST
CE1603-0540,TRASHDEBRIS,RESIDENTIAL,511 AMARILLO ST
CE1603-0541,OUTSIDE STORAGE,RESIDENTIAL,511 AMARILLO ST
CE1603-0542,TRASHDEBRIS,RESIDENTIAL,906 ANDERSON ST
CE1603-0543,GRASSWEEDS,RESIDENTIAL,516-518 DENTON ST
CE1603-0544,WORK WO PERMIT,FENCE W/O PERMIT,312 ROBERTSON ST
CE1603-0545,TRASHDEBRIS,RESIDENTIAL,3101 BRIARY TRACE CT
CE1603-0546,SOLID WASTE,RESIDENTIAL,3101 BRIARY TRACE CT
CE1603-0547,GRASSWEEDS,RESIDENTIAL,3101 BRIARY TRACE CT
CE1603-0548,ZONING,SIGNAGE,2809 NOTTINGHAM DR
CE1603-0549,ZONING,SIGNAGE,2809 NOTTINGHAM DR
CE1603-0550,INOPERABLE VEHICLE,MOTOR VEHICLE,3100 PINEHURST CT
CE1603-0551,OUTSIDE STORAGE,RESIDENTIAL,1112 SPRINGCREEK DR
CE1603-0552,TRASHDEBRIS,COMMERCIAL,2400 E UNIVERSITY DR SUITE 102
CE1603-0553,PARKING,COMMERCIAL,2400 E UNIVERSITY DR SUITE 102
CE1603-0554,INOPERABLE VEHICLE,MOTOR VEHICLE,2400 E UNIVERSITY DR SUITE 102
CE1603-0555,ZONING,COMMERCIAL,2400 E UNIVERSITY DR SUITE 102
CE1603-0556,STAGNANT WATER,OBJECTS,2400 E UNIVERSITY DR SUITE 102
CE1603-0557,ZONING,SIGNAGE,6421 N I-35
CE1603-0558,TRASHDEBRIS,COMMERCIAL,6421 N I-35
CE1603-0559,ILLEGAL DUMPING,CITY PROPERTY,Loop 288
CE1603-0560,GRAFFITI,CITY PROPERTY,Robertson
CE1603-0561,GRAFFITI,CITY PROPERTY,Robertson and Bell
CE1603-0562,ILLEGAL DUMPING,VACANT LOT,3400 NOTTINGHAM DR
CE1603-0563,ILLEGAL DUMPING,VACANT LOT,3404 NOTTINGHAM DR
CE1603-0564,WORK WO PERMIT,OTHER WORK W/O PERMIT,5901 TAWAKONI DR
CE1603-0565,STAGNANT WATER,POOL,1208 OAK TREE DR
CE1603-0566,TRASHDEBRIS,RESIDENTIAL,1913 REDWOOD PL
CE1603-0567,TRASHDEBRIS,RESIDENTIAL,1909 REDWOOD PL
CE1603-0568,TRASHDEBRIS,RESIDENTIAL,229 SMITH ST
CE1603-0569,OUTSIDE STORAGE,RESIDENTIAL,229 SMITH ST
CE1603-0570,TRASHRECYCLE BINS,CURB WRONG TIME,526 DENTON ST
CE1603-0571,TRASHDEBRIS,COMMERCIAL,516 W OAK ST
CE1603-0572,OUTSIDE STORAGE,COMMERCIAL,516 W OAK ST
CE1603-0573,PARKING,COMMERCIAL,516 W OAK ST
CE1603-0574,ORDINANCE OTHER DEPT,RESIDENTIAL,1105 PALO VERDE DR
CE1603-0575,GRASSWEEDS,RESIDENTIAL,219 NORMAL ST
CE1603-0576,TRASHDEBRIS,RESIDENTIAL,301 SMITH ST
CE1603-0577,ILLEGAL DUMPING,VACANT LOT,UNIVERSITY DR
CE1603-0578,MINIMUM BUILDING STA,RESIDENTIAL,620 CHAMBERS ST
CE1603-0579,ZONING,SIGNAGE,231 UNIVERSITY DR
CE1603-0580,MBS INTERIOR,"WALLS, DOORS, WINDOWS AND FLOORS",2520 CHARLOTTE
CE1603-0581,ILLEGAL DUMPING,VACANT LOT,1104 DUNCAN ST
CE1603-0582,GRASSWEEDS,RESIDENTIAL,1001 N CARROLL BLVD
CE1603-0583,GRASSWEEDS,RESIDENTIAL,925 N CARROLL BLVD
CE1603-0584,ZONING,NO CO,706 E MCKINNEY ST
CE1603-0585,ZONING,COMMERCIAL,212 W UNIVERSITY DR
CE1603-0586,ZONING,COMMERCIAL,621 S MAYHILL RD 105
CE1603-0587,PARKING,SINGLE FAMILY,1514/1516 N RUDDELL ST
CE1603-0588,PARKING,SINGLE FAMILY,1119 OAK TREE DR
CE1603-0589,ZONING,ILLEGAL LAND USE,2228 LOOKOUT LN
CE1603-0590,CERTIFICATE OF OCCUP,NEW BUSINESS,3511 SHELBY LN
CE1603-0591,GRAFFITI,CITY PROPERTY,Parkway
CE1603-0592,INOPERABLE VEHICLE,MOTOR VEHICLE,500 S LOCUST ST
CE1603-0593,PARKING,COMMERCIAL,500 S LOCUST ST
CE1603-0594,CERTIFICATE OF OCCUP,NEW USE,621 S MAYHILL RD 107
CE1603-0595,GRASSWEEDS,VACANT LOT,BONNIE BRAE ST
CE1603-0596,STAGNANT WATER,LOW AREAS,1513 WILLOWWOOD ST
CE1603-0597,GRASSWEEDS,VACANT LOT,1801 GAY DR
CE1603-0598,GRASSWEEDS,VACANT LOT,1900 UNIVERSITY & GAY ST
CE1603-0599,GRASSWEEDS,RESIDENTIAL,2228 LOOKOUT LN
CE1603-0600,GRAFFITI,COMMERCIAL,1507 W OAK ST
CE1603-0601,GRAFFITI,CITY PROPERTY,corner Bonnie Brae and Scriptu
CE1603-0602,GRASSWEEDS,RESIDENTIAL,1003 AVE A
CE1603-0603,ORDINANCE OTHER DEPT,CITY PROPERTY,1300 Block of Central Ave
CE1603-0604,GRAFFITI,CITY PROPERTY,corner Margie and McCormick
CE1603-0605,GRASSWEEDS,RESIDENTIAL,1204 BERNARD ST
CE1603-0606,GRAFFITI,CITY PROPERTY,ACROSS FROM 305 MULBERRY ST
CE1603-0607,GRAFFITI,CITY PROPERTY,223 HICKORY ST
CE1603-0608,GRAFFITI,CITY PROPERTY,NEXT TO COMMUNITY THEATRE ON C
CE1603-0609,GRAFFITI,CITY PROPERTY,IN BACK 222-226 W HICKORY
CE1603-0610,GRAFFITI,CITY PROPERTY,CORNER MCKINNEY AND CEDAR
CE1603-0611,GRAFFITI,CITY PROPERTY,215 W OAK ST
CE1603-0612,GRAFFITI,CITY PROPERTY,CORNER BOLIVAR AND OAK ST
CE1603-0613,GRASSWEEDS,RESIDENTIAL,1916 CORNELL LN
CE1603-0614,TRASHDEBRIS,RESIDENTIAL,1916 CORNELL LN
CE1603-0615,TRASHRECYCLE BINS,LOCATION,1916 CORNELL LN
CE1603-0616,GRAFFITI,CITY PROPERTY,CORNER HICKORY AND CARROLL
CE1603-0617,GRASSWEEDS,RESIDENTIAL,2309 N LOCUST ST
CE1603-0618,GRAFFITI,CITY PROPERTY,ON HICKORY AT PINER
CE1603-0619,GRAFFITI,CITY PROPERTY,200 BLOCK OF BOLIVAR
CE1603-0620,ZONING,SIGNAGE,631 LONDONDERRY LN
CE1603-0621,TRASHDEBRIS,RESIDENTIAL,1407 OAKWOOD DR
CE1603-0622,GRASSWEEDS,RESIDENTIAL,2106 WILLOWWOOD ST
CE1603-0623,CERTIFICATE OF OCCUP,CHANGE OF OWNER,210 S ELM ST
CE1603-0624,ZONING,SIGNAGE,1701 N ELM ST
CE1603-0625,GRASSWEEDS,RESIDENTIAL,2817 STOCKTON ST
CE1603-0626,ZONING,SIGNAGE,1701 N ELM ST
CE1603-0627,INOPERABLE VEHICLE,RESIDENTIAL,2813 STOCKTON ST
CE1603-0628,CERTIFICATE OF OCCUP,CHANGE OF ADDRESS,909 N LOOP 288
CE1603-0629,FENCES,COMMERCIAL,1230 DUNCAN
CE1603-0630,WORK WO PERMIT,FENCE W/O PERMIT,1230 DUNCAN
CE1603-0631,GRASSWEEDS,RESIDENTIAL,2104 JASMINE ST
CE1603-0632,MINIMUM BUILDING STA,RESIDENTIAL,3224 BOB-O-LINK LN
CE1603-0633,TRASHDEBRIS,RESIDENTIAL,1102 HOPKINS
CE1603-0634,GRASSWEEDS,RESIDENTIAL,1102 HOPKINS
CE1603-0635,TRASHDEBRIS,RESIDENTIAL,1213 JOHNSON ST
CE1603-0636,GRASSWEEDS,RESIDENTIAL,1200 DUNCAN ST
CE1603-0637,TRASHDEBRIS,RESIDENTIAL,1200 DUNCAN ST
CE1603-0638,ILLEGAL DUMPING,CITY PROPERTY,1200 DUNCAN SMITH
CE1603-0639,MINIMUM BUILDING STA,RESIDENTIAL,703 KERLEY ST
CE1603-0640,PARKING,DUPLEX,607 WOLFTRAP DR
CE1603-0641,OUTSIDE STORAGE,RESIDENTIAL,607 WOLFTRAP DR
CE1603-0642,GRAFFITI,CITY PROPERTY,1815 W OAK ST
CE1603-0643,GRAFFITI,CITY PROPERTY,CORNER PIERCE AND STROUD
CE1603-0644,PARKING,DUPLEX,611 WOLFTRAP DR
CE1603-0645,TRASHDEBRIS,RESIDENTIAL,1712 MCCORMICK ST
CE1603-0646,OUTSIDE STORAGE,RESIDENTIAL,611 WOLFTRAP DR
CE1603-0647,TRASHDEBRIS,RESIDENTIAL,611 WOLFTRAP DR
CE1603-0648,GRASSWEEDS,RESIDENTIAL,104 MCKAMY BLVD
CE1603-0649,TRASHDEBRIS,RESIDENTIAL,1229 PANHANDLE ST
CE1603-0650,WORK WO PERMIT,FENCE W/O PERMIT,3804 LAURENS PLACE RD
CE1603-0651,OUTSIDE STORAGE,RESIDENTIAL,3804 LAURENS PLACE RD
CE1603-0652,ZONING,CO VIOLATION,631 LONDONDERRY LN
CE1603-0653,TRASHDEBRIS,RESIDENTIAL,2804 STOCKTON ST
CE1603-0654,ILLEGAL DUMPING,CITY PROPERTY,EASEMENT BEHIND 1920 FORDHAM
CE1603-0655,CERTIFICATE OF OCCUP,NEW BUSINESS,3839 MARKET ST 107
CE1603-0656,TRASHDEBRIS,VACANT LOT,3300 blk Oceanview
CE1603-0657,GRASSWEEDS,RESIDENTIAL,3005 DONNER LAKE CIR
CE1603-0658,GRASSWEEDS,RESIDENTIAL,1308 MOZINGO ST
CE1603-0659,TRASHDEBRIS,RESIDENTIAL,1308 MOZINGO ST
CE1603-0660,GRAFFITI,CITY PROPERTY,McKinney
CE1603-0661,GRAFFITI,COMMERCIAL,611 E MCKINNEY ST
CE1603-0662,GRAFFITI,COMMERCIAL,343 E OAK ST
CE1603-0663,GRAFFITI,COMMERCIAL,324 E MCKINNEY ST
CE1603-0664,GRAFFITI,COMMERCIAL,410 N BELL AVE
CE1603-0665,TRASHDEBRIS,RESIDENTIAL,4228 ROXBURY ST
CE1603-0666,ILLEGAL DUMPING,RESIDENTIAL,2501 STOCKBRIDGE RD
CE1603-0667,TRASHDEBRIS,RESIDENTIAL,2001 CREEKDALE DR
CE1603-0668,GRASSWEEDS,RESIDENTIAL,1713 PALO VERDE DR
CE1603-0669,GRASSWEEDS,RESIDENTIAL,517 NEPTUNE DR
CE1603-0670,GRASSWEEDS,RESIDENTIAL,916 BEECHWOOD DR
CE1603-0671,MINIMUM BUILDING STA,UNSECURED AND VACANT,912 CRUISE ST
CE1603-0672,MINIMUM BUILDING STA,UNSECURED AND VACANT,912 CRUISE ST
CE1603-0673,ZONING,POD,401 AME DR
CE1603-0674,TRASHDEBRIS,RESIDENTIAL,1222 GREENBRIAR ST
CE1603-0675,ILLEGAL DUMPING,VACANT LOT,BEHING 3400 BLK NOTTINGHAM
CE1603-0676,TRASHDEBRIS,RESIDENTIAL,718 COIT ST
CE1603-0677,GRAFFITI,CITY PROPERTY,311 E HICKORY
CE1603-0678,PARKING,SINGLE FAMILY,2817 STOCKTON ST
CE1603-0679,FENCES,RESIDENTIAL,901 LYNHURST LN
CE1603-0680,GRAFFITI,CITY PROPERTY,621 S ELM ST
CE1603-0681,CERTIFICATE OF OCCUP,CHANGE OF OWNER,420 S CARROLL BLVD 103
CE1603-0682,CERTIFICATE OF OCCUP,CHANGE BUSINESS NAME,1610 W UNIVERSITY DR
CE1603-0683,CERTIFICATE OF OCCUP,CHANGE IN USE,302 N CRAWFORD
CE1603-0684,CERTIFICATE OF OCCUP,NEW BUSINESS,816 E SYCAMORE ST
CE1603-0685,TRASHDEBRIS,COMMERCIAL,1401 SCRIPTURE ST
CE1603-0686,TRASHDEBRIS,RESIDENTIAL,404 FULTON ST
CE1603-0687,GRASSWEEDS,RESIDENTIAL,3517 BEATRIZ DR
CE1603-0688,GRASSWEEDS,RESIDENTIAL,906-908 HAYNES ST
CE1603-0689,OUTSIDE STORAGE,RESIDENTIAL,3517 BEATRIZ DR
CE1603-0690,GRASSWEEDS,RESIDENTIAL,612 PEARL ST
CE1603-0691,GRASSWEEDS,RESIDENTIAL,3525 BEATRIZ DR
CE1603-0692,OUTSIDE STORAGE,RESIDENTIAL,3525 BEATRIZ DR
CE1603-0693,TRASHDEBRIS,RESIDENTIAL,606 PEARL ST
CE1603-0694,GRAFFITI,COMMERCIAL,1633 SCRIPTURE ST
CE1603-0695,ZONING,SIGNAGE,816 E SYCAMORE ST
CE1603-0696,GRAFFITI,CITY PROPERTY,1921 W HICKORY ST
CE1603-0697,ZONING,COMMERCIAL,302 N CRAWFORD
CE1603-0698,MINIMUM BUILDING STA,NO ADDRESS POSTED,420 S CARROLL BLVD 103
CE1603-0699,GRASSWEEDS,RESIDENTIAL,2107 JASMINE ST
CE1603-0700,OUTSIDE STORAGE,RESIDENTIAL,3521 BEATRIZ DR
CE1603-0701,GRASSWEEDS,RESIDENTIAL,3620 BEATRIZ DR
CE1603-0702,ILLEGAL DUMPING,CITY PROPERTY,4800-5200 University
CE1603-0703,GRASSWEEDS,RESIDENTIAL,2105 JASMINE ST
CE1603-0704,GRASSWEEDS,RESIDENTIAL,3801 SONOMA DR
CE1603-0705,GRASSWEEDS,RESIDENTIAL,3805 SONOMA DR
CE1603-0706,OUTSIDE STORAGE,RESIDENTIAL,3805 SONOMA DR
CE1603-0707,GRASSWEEDS,RESIDENTIAL,4501 ALSACE DR
CE1603-0708,ORDINANCE OTHER DEPT,CITY PROPERTY,4612 MERLOT DR
CE1603-0709,ORDINANCE OTHER DEPT,CITY PROPERTY,3109 PINEHURST CT
CE1603-0710,ORDINANCE OTHER DEPT,CITY PROPERTY,3200 BUCKTHORN LN
CE1603-0711,OUTSIDE STORAGE,RESIDENTIAL,3501 PINOT DR
CE1603-0712,OUTSIDE STORAGE,RESIDENTIAL,3448 CRISOFORO DR
CE1603-0713,FENCES,RESIDENTIAL,1512 EVAN DR
CE1603-0714,CERTIFICATE OF OCCUP,NEW BUSINESS,2625 SCRIPTURE ST 102
CE1603-0715,CERTIFICATE OF OCCUP,NEW BUSINESS,1701 N LOCUST ST
CE1603-0716,TRASHDEBRIS,VACANT LOT,LOOP 288
CE1603-0717,GRASSWEEDS,RESIDENTIAL,1501 EVAN DR
CE1603-0718,TRASHDEBRIS,RESIDENTIAL,1501 EVAN DR
CE1603-0719,FENCES,RESIDENTIAL,1501 EVAN DR
CE1603-0720,OUTSIDE STORAGE,RESIDENTIAL,1501 EVAN DR
CE1603-0721,FENCES,RESIDENTIAL,1505 EVAN DR
CE1603-0722,TRASHDEBRIS,RESIDENTIAL,1505 EVAN DR
CE1603-0723,FENCES,RESIDENTIAL,1509 EVAN DR
CE1603-0724,FENCES,RESIDENTIAL,1524 EVAN DR
CE1603-0725,TRASHDEBRIS,RESIDENTIAL,1524 EVAN DR
CE1603-0726,GRASSWEEDS,RESIDENTIAL,3113 WINDY HL
CE1603-0727,TRASHDEBRIS,RESIDENTIAL,3117 BENT CREEK DR
CE1603-0728,OUTSIDE STORAGE,RESIDENTIAL,3117 BENT CREEK DR
CE1603-0729,WORK WO PERMIT,ACCESSORY STRUCTURE W/O PERMIT,1530 MCCORMICK ST
CE1603-0730,CERTIFICATE OF OCCUP,CHANGE OF OWNER,1300 S LOOP 288
CE1603-0731,ZONING,SIGNAGE,2625 SCRIPTURE ST 102
CE1603-0732,PARKING,COMMERCIAL,1701 N LOCUST ST
CE1603-0733,ZONING,SIGNAGE,210 W UNIVERSITY DR
CE1603-0734,GRASSWEEDS,CITY PROPERTY,1620 CONGRESS ST
CE1603-0735,TRASHDEBRIS,COMMERCIAL,2417 LOUISE ST
CE1603-0736,PARKING,SINGLE FAMILY,907 W HICKORY ST
CE1603-0737,MINIMUM BUILDING STA,RESIDENTIAL,2436 W PRAIRIE ST
CE1603-0738,FENCES,RESIDENTIAL,1525 CARRIGAN LN
CE1603-0739,FENCES,COMMERCIAL,LOOP 288
CE1603-0740,GRASSWEEDS,VACANT LOT,LOOP 288
CE1603-0741,TRASHRECYCLE BINS,LOCATION,1525 CARRIGAN LN
CE1603-0742,GRASSWEEDS,RESIDENTIAL,1524 CARRIGAN LN
CE1603-0743,MBS INTERIOR,EXTERMINATION,906 BELL AVE
CE1603-0744,GRASSWEEDS,VACANT LOT,1120 E HICKORY
CE1603-0745,PARKING,SINGLE FAMILY,2014 HICKORY
CE1603-0746,MINIMUM BUILDING STA,NO ADDRESS POSTED,104 MCKAMY BLVD
CE1603-0747,ILLEGAL DUMPING,VACANT LOT,2301 CONWAY
CE1603-0748,GRASSWEEDS,RESIDENTIAL,2010 W HICKORY
CE1603-0749,ILLEGAL DUMPING,VACANT LOT,2303 CONWAY
CE1603-0750,GRASSWEEDS,RESIDENTIAL,1520 CARRIGAN LN
CE1603-0751,TRASHRECYCLE BINS,LOCATION,1520 CARRIGAN LN
CE1603-0752,GRAFFITI,COMMERCIAL,1541 MEADOW ST
CE1603-0753,GRASSWEEDS,RESIDENTIAL,1425 CARRIGAN LN
CE1603-0754,OUTSIDE STORAGE,RESIDENTIAL,511 PANHANDLE ST
CE1603-0755,TRASHDEBRIS,RESIDENTIAL,1119 THOMAS ST
CE1603-0756,TRASHDEBRIS,RESIDENTIAL,1207 THOMAS ST
CE1603-0757,INOPERABLE VEHICLE,MOTOR VEHICLE,1219 STANLEY ST
CE1603-0758,ORDINANCE OTHER DEPT,CITY PROPERTY,LINDEN ST/ THOMAS ST
CE1603-0759,TRASHDEBRIS,RESIDENTIAL,1229 STANLEY ST
CE1603-0760,GRASSWEEDS,RESIDENTIAL,1808 BROADWAY ST
CE1603-0761,GRASSWEEDS,RESIDENTIAL,1205 LINDEN DR
CE1603-0762,GRASSWEEDS,RESIDENTIAL,1412 LINDEN DR
CE1603-0763,GRASSWEEDS,RESIDENTIAL,1820 PANHANDLE ST
CE1603-0764,GRASSWEEDS,RESIDENTIAL,1828 PANHANDLE ST
CE1603-0765,OUTSIDE STORAGE,RESIDENTIAL,1828 PANHANDLE ST
CE1603-0766,FENCES,RESIDENTIAL,2904 LIGHTHOUSE DR
CE1603-0767,FENCES,RESIDENTIAL,3313 LIGHTHOUSE DR
CE1603-0768,TRASHDEBRIS,RESIDENTIAL,3313 LIGHTHOUSE DR
CE1603-0769,FENCES,RESIDENTIAL,3404 LIGHTHOUSE DR
CE1603-0770,FENCES,RESIDENTIAL,3301 OCEAN DR
CE1603-0771,TRASHDEBRIS,RESIDENTIAL,3301 OCEAN DR
CE1603-0772,GRASSWEEDS,RESIDENTIAL,3301 OCEAN DR
CE1603-0773,ILLEGAL DUMPING,VACANT LOT,Prominence
CE1603-0774,NO ORDINANCE,RESIDENTIAL,4616 GUNNISON DR
CE1603-0775,TRASHRECYCLE BINS,CURB WRONG TIME,3905 BLACK BUTTE DR
CE1603-0776,ILLEGAL DUMPING,CITY PROPERTY,Loop 288
CE1603-0777,CERTIFICATE OF OCCUP,CHANGE OF ADDRESS,3917  MORSE ST
CE1603-0778,STAGNANT WATER,OBJECTS,3209 STONECROP TRL
CE1603-0779,PARKING,SINGLE FAMILY,3209 STONECROP TRL
CE1603-0780,OUTSIDE STORAGE,RESIDENTIAL,3209 STONECROP TRL
